concessionaria;ano_do_pnv_snv;rodovia;km_m;tipo_de_pista;uf;municipio;sentido;direcao;latitude;longitude;velocidade_regulamentada_veiculos_leves;velocidade_regulamentada_veiculos_pesados;situacao;data_da_inativacao
AUTOPISTA FERNÃO DIAS;2007;BR-381;480,500;Principal;MG;Contagem;Crescente;Sul;-19,958456;-44,055063;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;480,550;Principal;MG;Contagem;Crescente;Sul;-19,958302;-44,055452;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;482,480;Principal;MG;Betim;Crescente;Sul;-19,958673;-44,074784;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;483,670;Principal;MG;Betim;Crescente;Sul;-19,959521;-44,084650;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;486,220;Principal;MG;Betim;Crescente;Sul;-19,955737;-44,108396;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;490,725;Principal;MG;Betim;Crescente;Sul;-19,956307;-44,149197;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;493,060;Principal;MG;Betim;Crescente;Sul;-19,963784;-44,169701;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;493,235;Principal;MG;Betim;Crescente;Sul;-19,964207;-44,171389;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;497,160;Principal;MG;Betim;Crescente;Sul;-19,980479;-44,200886;110;90;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;497,505;Principal;MG;Betim;Crescente;Sul;-19,983519;-44,202344;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;498,845;Principal;MG;Betim;Crescente;Sul;-19,993759;-44,208157;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;498,845;Principal;MG;Betim;Crescente;Sul;-19,993811;-44,208034;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;499,535;Principal;MG;Betim;Crescente;Sul;-19,999099;-44,210908;110;90;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;503,430;Principal;MG;Betim;Crescente;Sul;-20,026548;-44,232370;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;515,510;Principal;MG;Igarapé;Crescente;Sul;-20,094622;-44,315423;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;515,760;Principal;MG;Igarapé;Crescente;Sul;-20,096479;-44,316052;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;517,500;Principal;MG;Igarapé;Crescente;Sul;-20,107711;-44,325324;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;520,460;Principal;MG;Brumadinho;Crescente;Sul;-20,114716;-44,305636;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;520,900;Principal;MG;Brumadinho;Crescente;Sul;-20,117619;-44,303103;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;521,320;Principal;MG;Brumadinho;Crescente;Sul;-20,121092;-44,302356;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;521,320;Principal;MG;Brumadinho;Crescente;Sul;-20,121033;-44,302220;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;521,690;Principal;MG;Brumadinho;Crescente;Sul;-20,123354;-44,300980;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;522,280;Principal;MG;Brumadinho;Crescente;Sul;-20,128508;-44,303393;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;522,440;Principal;MG;Brumadinho;Crescente;Sul;-20,129937;-44,303679;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;524,400;Principal;MG;Brumadinho;Crescente;Sul;-20,140022;-44,318115;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;525,100;Principal;MG;Brumadinho;Crescente;Sul;-20,144410;-44,321703;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;525,100;Principal;MG;Brumadinho;Crescente;Sul;-20,144508;-44,321640;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;525,180;Principal;MG;Brumadinho;Crescente;Sul;-20,144952;-44,322106;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;525,180;Principal;MG;Brumadinho;Crescente;Sul;-20,144863;-44,322192;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;526,340;Principal;MG;Brumadinho;Crescente;Sul;-20,153795;-44,326544;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;527,840;Principal;MG;Brumadinho;Crescente;Sul;-20,165484;-44,331388;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;527,840;Principal;MG;Brumadinho;Crescente;Sul;-20,165507;-44,331266;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;508,130;Principal;MG;São Joaquim de Bicas;Crescente;Sul;-20,044422;-44,271870;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;530,540;Principal;MG;Itatiaiuçu;Crescente;Sul;-20,163099;-44,353191;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;530,550;Principal;MG;Itatiaiuçu;Crescente;Sul;-20,163182;-44,353213;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;532,230;Principal;MG;Itatiaiuçu;Crescente;Sul;-20,165351;-44,368312;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;532,340;Principal;MG;Itatiaiuçu;Crescente;Sul;-20,165998;-44,369042;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;532,340;Principal;MG;Itatiaiuçu;Crescente;Sul;-20,166080;-44,368941;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;532,740;Principal;MG;Itatiaiuçu;Crescente;Sul;-20,169145;-44,371315;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;532,790;Principal;MG;Itatiaiuçu;Crescente;Sul;-20,169051;-44,371432;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;532,820;Principal;MG;Itatiaiuçu;Crescente;Sul;-20,169735;-44,371906;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;532,870;Principal;MG;Itatiaiuçu;Crescente;Sul;-20,169612;-44,372067;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;533,690;Principal;MG;Itatiaiuçu;Crescente;Sul;-20,176207;-44,376157;110;90;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;537,340;Principal;MG;Itatiaiuçu;Crescente;Sul;-20,205931;-44,389435;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;538,215;Principal;MG;Itatiaiuçu;Crescente;Sul;-20,213301;-44,392629;110;90;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;540,120;Principal;MG;Itatiaiuçu;Crescente;Sul;-20,229670;-44,397200;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;545,590;Principal;MG;Rio Manso;Crescente;Sul;-20,265210;-44,422817;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;545,600;Principal;MG;Rio Manso;Crescente;Sul;-20,265258;-44,422687;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;545,700;Principal;MG;Rio Manso;Crescente;Sul;-20,266194;-44,423242;40;40;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;546,200;Principal;MG;Rio Manso;Crescente;Sul;-20,271358;-44,425234;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;549,800;Principal;MG;Itaguara;Crescente;Sul;-20,297457;-44,439830;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;550,330;Principal;MG;Itaguara;Crescente;Sul;-20,301373;-44,442837;110;90;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;542,430;Principal;MG;Itatiaiuçu;Crescente;Sul;-20,241828;-44,412564;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;545,440;Principal;MG;Rio Manso;Crescente;Sul;-20,263786;-44,422059;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;559,350;Principal;MG;Itaguara;Crescente;Sul;-20,358915;-44,464650;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;563,560;Principal;MG;Itaguara;Crescente;Sul;-20,385406;-44,487915;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;566,300;Principal;MG;Itaguara;Crescente;Sul;-20,400333;-44,506721;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;570,840;Principal;MG;Itaguara;Crescente;Sul;-20,422753;-44,538633;110;90;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;574,920;Principal;MG;Itaguara;Crescente;Sul;-20,447071;-44,566065;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;576,095;Principal;MG;Itaguara;Crescente;Sul;-20,457139;-44,570411;110;90;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;583,600;Principal;MG;Carmópolis de Minas;Crescente;Sul;-20,507939;-44,611464;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;584,440;Principal;MG;Carmópolis de Minas;Crescente;Sul;-20,514632;-44,614230;110;90;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;589,330;Principal;MG;Carmópolis de Minas;Crescente;Sul;-20,542765;-44,645617;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;592,720;Principal;MG;Carmópolis de Minas;Crescente;Sul;-20,561958;-44,665901;110;90;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;595,940;Principal;MG;Carmópolis de Minas;Crescente;Sul;-20,580132;-44,689326;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;597,250;Principal;MG;Carmópolis de Minas;Crescente;Sul;-20,589635;-44,697959;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;597,300;Principal;MG;Carmópolis de Minas;Crescente;Sul;-20,589730;-44,697875;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;597,430;Principal;MG;Carmópolis de Minas;Crescente;Sul;-20,590228;-44,698902;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;597,430;Principal;MG;Carmópolis de Minas;Crescente;Sul;-20,590350;-44,698832;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;597,530;Principal;MG;Carmópolis de Minas;Crescente;Sul;-20,590750;-44,699675;40;40;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;598,060;Principal;MG;Carmópolis de Minas;Crescente;Sul;-20,593812;-44,704620;110;90;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;598,950;Principal;MG;Carmópolis de Minas;Crescente;Sul;-20,598582;-44,710235;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;608,300;Principal;MG;Oliveira;Crescente;Sul;-20,663911;-44,737452;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;608,620;Principal;MG;Oliveira;Crescente;Sul;-20,666762;-44,737623;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;608,620;Principal;MG;Oliveira;Crescente;Sul;-20,666761;-44,737744;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;609,480;Principal;MG;Oliveira;Crescente;Sul;-20,673961;-44,739085;110;90;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;612,410;Principal;MG;Oliveira;Crescente;Sul;-20,696659;-44,748602;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;616,130;Principal;MG;Oliveira;Crescente;Sul;-20,723203;-44,768677;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;616,820;Principal;MG;Oliveira;Crescente;Sul;-20,727761;-44,772151;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;618,390;Principal;MG;Oliveira;Crescente;Sul;-20,740722;-44,771757;110;90;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;626,930;Principal;MG;Oliveira;Crescente;Sul;-20,813535;-44,792077;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;628,995;Principal;MG;Oliveira;Crescente;Sul;-20,826042;-44,803569;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;634,020;Principal;MG;Oliveira;Crescente;Sul;-20,851694;-44,835812;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;642,050;Principal;MG;Santo Antônio do Amparo;Crescente;Sul;-20,913315;-44,864666;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;643,095;Principal;MG;Santo Antônio do Amparo;Crescente;Sul;-20,921020;-44,870474;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;643,100;Principal;MG;Santo Antônio do Amparo;Crescente;Sul;-20,920918;-44,870527;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;643,130;Principal;MG;Santo Antônio do Amparo;Crescente;Sul;-20,921156;-44,870872;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;643,140;Principal;MG;Santo Antônio do Amparo;Crescente;Sul;-20,921254;-44,870817;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;637,640;Principal;MG;Santo Antônio do Amparo;Crescente;Sul;-20,877487;-44,849460;110;90;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;643,780;Principal;MG;Santo Antônio do Amparo;Crescente;Sul;-20,925754;-44,873925;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;649,120;Principal;MG;Santo Antônio do Amparo;Crescente;Sul;-20,956779;-44,903944;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;649,120;Principal;MG;Santo Antônio do Amparo;Crescente;Sul;-20,956727;-44,903884;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;649,310;Principal;MG;Santo Antônio do Amparo;Crescente;Sul;-20,956045;-44,905320;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;650,750;Principal;MG;Santo Antônio do Amparo;Crescente;Sul;-20,955779;-44,918604;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;652,700;Principal;MG;Santo Antônio do Amparo;Crescente;Sul;-20,966886;-44,931058;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;653,610;Principal;MG;Santo Antônio do Amparo;Crescente;Sul;-20,973679;-44,934309;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;653,680;Principal;MG;Santo Antônio do Amparo;Crescente;Sul;-20,973968;-44,935199;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;656,620;Principal;MG;Santo Antônio do Amparo;Crescente;Sul;-20,989414;-44,954980;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;657,840;Principal;MG;Santo Antônio do Amparo;Crescente;Sul;-20,996681;-44,962898;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;657,840;Principal;MG;Santo Antônio do Amparo;Crescente;Sul;-20,996635;-44,962992;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;657,930;Principal;MG;Santo Antônio do Amparo;Crescente;Sul;-20,997952;-44,964500;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;657,940;Principal;MG;Santo Antônio do Amparo;Crescente;Sul;-20,998051;-44,964410;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;658,040;Principal;MG;Santo Antônio do Amparo;Crescente;Sul;-20,998677;-44,965330;40;40;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;658,710;Principal;MG;Santo Antônio do Amparo;Crescente;Sul;-21,002723;-44,969833;110;90;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;665,360;Principal;MG;Perdões;Crescente;Sul;-21,048173;-45,001102;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;666,690;Principal;MG;Perdões;Crescente;Sul;-21,052821;-45,011327;110;90;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;670,240;Principal;MG;Perdões;Crescente;Sul;-21,056824;-45,045973;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;678,560;Principal;MG;Perdões;Crescente;Sul;-21,115715;-45,094134;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;678,560;Principal;MG;Perdões;Crescente;Sul;-21,115666;-45,094216;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;677,450;Principal;MG;Perdões;Crescente;Sul;-21,106771;-45,091431;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;679,640;Principal;MG;Ribeirão Vermelho;Crescente;Sul;-21,124413;-45,098333;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;690,325;Principal;MG;Lavras;Crescente;Sul;-21,205617;-45,122604;10;10;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;690,360;Principal;MG;Lavras;Crescente;Sul;-21,206061;-45,122433;5;5;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;690,360;Principal;MG;Lavras;Crescente;Sul;-21,206050;-45,122489;5;5;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;691,585;Principal;MG;Lavras;Crescente;Sul;-21,215591;-45,125415;110;90;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;688,500;Principal;MG;Lavras;Crescente;Sul;-21,190468;-45,116477;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;690,080;Principal;MG;Lavras;Crescente;Sul;-21,203515;-45,121193;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;693,840;Principal;MG;Lavras;Crescente;Sul;-21,232811;-45,134769;110;90;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;703,770;Principal;MG;Lavras;Crescente;Sul;-21,307730;-45,160121;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;708,680;Principal;MG;Nepomuceno;Crescente;Sul;-21,343616;-45,176174;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;698,240;Principal;MG;Lavras;Crescente;Sul;-21,268447;-45,137275;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;712,995;Principal;MG;Carmo da Cachoeira;Crescente;Sul;-21,373914;-45,191615;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;716,610;Principal;MG;Carmo da Cachoeira;Crescente;Sul;-21,397071;-45,207596;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;720,240;Principal;MG;Carmo da Cachoeira;Crescente;Sul;-21,427326;-45,211359;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;720,340;Principal;MG;Carmo da Cachoeira;Crescente;Sul;-21,428185;-45,210914;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;720,340;Principal;MG;Carmo da Cachoeira;Crescente;Sul;-21,428152;-45,210757;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;722,820;Principal;MG;Carmo da Cachoeira;Crescente;Sul;-21,446707;-45,210539;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;724,530;Principal;MG;Carmo da Cachoeira;Crescente;Sul;-21,460466;-45,207781;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;726,180;Principal;MG;Carmo da Cachoeira;Crescente;Sul;-21,474166;-45,204014;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;726,180;Principal;MG;Carmo da Cachoeira;Crescente;Sul;-21,474119;-45,203889;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;726,220;Principal;MG;Carmo da Cachoeira;Crescente;Sul;-21,474596;-45,203700;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;726,220;Principal;MG;Carmo da Cachoeira;Crescente;Sul;-21,474656;-45,203822;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;735,060;Principal;MG;Carmo da Cachoeira;Crescente;Sul;-21,541362;-45,237746;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;735,150;Principal;MG;Carmo da Cachoeira;Crescente;Sul;-21,542309;-45,238197;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;735,150;Principal;MG;Carmo da Cachoeira;Crescente;Sul;-21,542241;-45,238301;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;735,300;Principal;MG;Carmo da Cachoeira;Crescente;Sul;-21,543502;-45,239046;40;40;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;736,020;Principal;MG;Carmo da Cachoeira;Crescente;Sul;-21,549660;-45,242836;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;732,700;Principal;MG;Carmo da Cachoeira;Crescente;Sul;-21,524038;-45,225381;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;736,630;Principal;MG;Três Corações;Crescente;Sul;-21,553930;-45,244997;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;737,750;Principal;MG;Três Corações;Crescente;Sul;-21,563556;-45,244047;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;745,530;Principal;MG;Três Corações;Crescente;Sul;-21,615952;-45,257586;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;746,220;Principal;MG;Três Corações;Crescente;Sul;-21,616631;-45,262415;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;755,985;Principal;MG;Três Corações;Crescente;Sul;-21,672443;-45,334533;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;756,820;Principal;MG;Três Corações;Crescente;Sul;-21,677343;-45,340454;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;758,090;Principal;MG;Três Corações;Crescente;Sul;-21,687271;-45,347000;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;758,090;Principal;MG;Três Corações;Crescente;Sul;-21,687329;-45,346918;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;758,200;Principal;MG;Três Corações;Crescente;Sul;-21,688022;-45,347702;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;753,840;Principal;MG;Três Corações;Crescente;Sul;-21,666423;-45,313385;110;90;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;758,870;Principal;MG;Três Corações;Crescente;Sul;-21,692526;-45,351836;110;90;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;760,200;Principal;MG;Três Corações;Crescente;Sul;-21,696380;-45,363002;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;761,620;Principal;MG;Campanha;Crescente;Sul;-21,704912;-45,371207;110;90;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;764,990;Principal;MG;Campanha;Crescente;Sul;-21,731749;-45,382927;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;775,020;Principal;MG;Campanha;Crescente;Sul;-21,790493;-45,447654;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;782,350;Principal;MG;Campanha;Crescente;Sul;-21,828555;-45,497248;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;767,990;Principal;MG;Campanha;Crescente;Sul;-21,752478;-45,395355;110;90;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;785,020;Principal;MG;São Gonçalo do Sapucaí;Crescente;Sul;-21,841094;-45,517697;110;90;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;791,300;Principal;MG;São Gonçalo do Sapucaí;Crescente;Sul;-21,890448;-45,547658;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;791,300;Principal;MG;São Gonçalo do Sapucaí;Crescente;Sul;-21,890404;-45,547737;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;791,360;Principal;MG;São Gonçalo do Sapucaí;Crescente;Sul;-21,890861;-45,548053;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;791,360;Principal;MG;São Gonçalo do Sapucaí;Crescente;Sul;-21,890918;-45,547918;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;796,940;Principal;MG;São Gonçalo do Sapucaí;Crescente;Sul;-21,917127;-45,589995;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;804,670;Principal;MG;São Gonçalo do Sapucaí;Crescente;Sul;-21,965689;-45,630362;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;804,670;Principal;MG;São Gonçalo do Sapucaí;Crescente;Sul;-21,965783;-45,630190;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;804,860;Principal;MG;São Gonçalo do Sapucaí;Crescente;Sul;-21,967262;-45,630810;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;805,010;Principal;MG;São Gonçalo do Sapucaí;Crescente;Sul;-21,968344;-45,630939;40;40;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;805,400;Principal;MG;São Gonçalo do Sapucaí;Crescente;Sul;-21,971966;-45,631198;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;806,905;Principal;MG;São Gonçalo do Sapucaí;Crescente;Sul;-21,980038;-45,643505;110;90;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;809,700;Principal;MG;Careaçu;Crescente;Sul;-21,990175;-45,666351;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;812,470;Principal;MG;Careaçu;Crescente;Sul;-22,012266;-45,677967;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;817,980;Principal;MG;Careaçu;Crescente;Sul;-22,051481;-45,694707;110;90;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;822,250;Principal;MG;Careaçu;Crescente;Sul;-22,086819;-45,704284;110;90;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;830,010;Principal;MG;São Sebastião da Bela Vista;Crescente;Sul;-22,120603;-45,763765;110;90;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;835,590;Principal;MG;São Sebastião da Bela Vista;Crescente;Sul;-22,134783;-45,809582;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;838,070;Principal;MG;São Sebastião da Bela Vista;Crescente;Sul;-22,150837;-45,823428;110;90;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;851,440;Principal;MG;Pouso Alegre;Crescente;Sul;-22,250291;-45,887221;110;90;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;855,140;Principal;MG;Pouso Alegre;Crescente;Sul;-22,280754;-45,895320;110;90;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;858,380;Principal;MG;Pouso Alegre;Crescente;Sul;-22,307986;-45,902536;110;90;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;870,350;Principal;MG;Pouso Alegre;Crescente;Sul;-22,392654;-45,956127;80;80;Ativo;
