concessionaria;ano_do_pnv_snv;rodovia;km_m;tipo_de_pista;uf;municipio;sentido;direcao;latitude;longitude;velocidade_regulamentada_veiculos_leves;velocidade_regulamentada_veiculos_pesados;situacao;data_da_inativacao
VIA ARAUCÁRIA;2019;BR-277;112,390;Principal;PR;Campo Largo;Decrescente;Leste;-25,447266;-49,479624;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-277;112,660;Principal;PR;Campo Largo;Decrescente;Leste;-25,446959;-49,482353;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-277;113,780;Principal;PR;Campo Largo;Decrescente;Leste;-25,445961;-49,494275;80;80;Ativo;
VIA ARAUCÁRIA;2019;BR-277;114,077;Principal;PR;Campo Largo;Decrescente;Leste;-25,445564;-49,496463;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-277;116,200;Principal;PR;Campo Largo;Decrescente;Leste;-25,437805;-49,513636;80;80;Ativo;
VIA ARAUCÁRIA;2019;BR-277;119,610;Principal;PR;Campo Largo;Decrescente;Leste;-25,436749;-49,545274;80;80;Ativo;
VIA ARAUCÁRIA;2019;BR-277;120,160;Principal;PR;Campo Largo;Decrescente;Leste;-25,438518;-49,550397;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-277;120,360;Principal;PR;Campo Largo;Decrescente;Leste;-25,439087;-49,552309;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-277;122,850;Principal;PR;Campo Largo;Decrescente;Leste;-25,447410;-49,575013;110;80;Ativo;
VIA ARAUCÁRIA;2019;BR-277;125,510;Principal;PR;Balsa Nova;Decrescente;Leste;-25,470368;-49,604118;80;80;Ativo;
VIA ARAUCÁRIA;2019;BR-277;125,510;Principal;PR;Balsa Nova;Decrescente;Leste;-25,470445;-49,604119;80;80;Ativo;
VIA ARAUCÁRIA;2019;BR-277;126,190;Principal;PR;Balsa Nova;Decrescente;Leste;-25,470083;-49,610846;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-277;127,800;Principal;PR;Balsa Nova;Decrescente;Leste;-25,469757;-49,623690;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-277;128,140;Principal;PR;Balsa Nova;Decrescente;Leste;-25,467283;-49,625106;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-277;128,300;Principal;PR;Balsa Nova;Decrescente;Leste;-25,467679;-49,626493;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-277;128,970;Principal;PR;Balsa Nova;Decrescente;Leste;-25,470405;-49,631087;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-277;129,910;Principal;PR;Balsa Nova;Decrescente;Leste;-25,475635;-49,638384;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-277;130,600;Principal;PR;Balsa Nova;Decrescente;Leste;-25,478278;-49,643295;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-277;131,280;Principal;PR;Balsa Nova;Decrescente;Leste;-25,476514;-49,648432;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-277;131,560;Principal;PR;Balsa Nova;Decrescente;Leste;-25,474265;-49,650092;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-277;133,140;Principal;PR;Balsa Nova;Decrescente;Leste;-25,471986;-49,665178;40;40;Ativo;
VIA ARAUCÁRIA;2019;BR-277;133,200;Principal;PR;Balsa Nova;Decrescente;Leste;-25,471786;-49,666191;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-277;133,250;Principal;PR;Balsa Nova;Decrescente;Leste;-25,471936;-49,666336;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-277;133,860;Principal;PR;Balsa Nova;Decrescente;Leste;-25,471430;-49,671371;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-277;133,860;Principal;PR;Balsa Nova;Decrescente;Leste;-25,471561;-49,671387;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-277;133,900;Principal;PR;Balsa Nova;Decrescente;Leste;-25,471363;-49,672779;80;80;Ativo;
VIA ARAUCÁRIA;2019;BR-277;137,160;Principal;PR;Balsa Nova;Decrescente;Leste;-25,474399;-49,703963;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-277;108,290;Principal;PR;Campo Largo;Decrescente;Leste;-25,436610;-49,443096;30;30;Ativo;
VIA ARAUCÁRIA;2019;BR-277;109,660;Principal;PR;Campo Largo;Decrescente;Leste;-25,443319;-49,453856;40;40;Ativo;
VIA ARAUCÁRIA;2019;BR-373;183,700;Principal;PR;Ponta Grossa;Crescente;Sudoeste;-25,040373;-50,280674;30;30;Ativo;
VIA ARAUCÁRIA;2019;BR-373;184,110;Principal;PR;Ponta Grossa;Crescente;Sudoeste;-25,042796;-50,282911;40;40;Ativo;
VIA ARAUCÁRIA;2019;BR-373;184,500;Principal;PR;Ponta Grossa;Crescente;Sudoeste;-25,045263;-50,285638;100;90;Ativo;
VIA ARAUCÁRIA;2019;BR-373;186,430;Principal;PR;Ponta Grossa;Crescente;Sudoeste;-25,053125;-50,302107;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;186,760;Principal;PR;Ponta Grossa;Crescente;Sudoeste;-25,054540;-50,304971;80;80;Ativo;
VIA ARAUCÁRIA;2019;BR-373;192,070;Principal;PR;Ponta Grossa;Crescente;Sudoeste;-25,063687;-50,349998;80;80;Ativo;
VIA ARAUCÁRIA;2019;BR-373;192,250;Principal;PR;Ponta Grossa;Crescente;Sudoeste;-25,064671;-50,351440;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;192,570;Principal;PR;Ponta Grossa;Crescente;Sudoeste;-25,066410;-50,353988;80;80;Ativo;
VIA ARAUCÁRIA;2019;BR-373;199,270;Principal;PR;Ipiranga;Crescente;Sudoeste;-25,082638;-50,406666;80;80;Ativo;
VIA ARAUCÁRIA;2019;BR-373;216,160;Principal;PR;Imbituva;Crescente;Sudoeste;-25,155769;-50,536789;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;216,360;Principal;PR;Imbituva;Crescente;Sudoeste;-25,156326;-50,538708;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;216,540;Principal;PR;Imbituva;Crescente;Sudoeste;-25,156779;-50,540355;40;40;Ativo;
VIA ARAUCÁRIA;2019;BR-373;216,635;Principal;PR;Imbituva;Crescente;Sudoeste;-25,156829;-50,541340;40;40;Ativo;
VIA ARAUCÁRIA;2019;BR-373;217,540;Principal;PR;Imbituva;Crescente;Sudoeste;-25,157682;-50,547600;100;90;Ativo;
VIA ARAUCÁRIA;2019;BR-373;221,640;Principal;PR;Imbituva;Crescente;Sudoeste;-25,176749;-50,581197;80;80;Ativo;
VIA ARAUCÁRIA;2019;BR-373;221,790;Principal;PR;Imbituva;Crescente;Sudoeste;-25,177486;-50,582431;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;223,160;Principal;PR;Imbituva;Crescente;Sudoeste;-25,182244;-50,593902;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;228,640;Principal;PR;Imbituva;Crescente;Sudoeste;-25,175816;-50,643573;80;80;Ativo;
VIA ARAUCÁRIA;2019;BR-373;229,030;Principal;PR;Imbituva;Crescente;Sudoeste;-25,176703;-50,647257;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;230,680;Principal;PR;Imbituva;Crescente;Sudoeste;-25,179545;-50,663255;80;80;Ativo;
VIA ARAUCÁRIA;2019;BR-373;231,370;Principal;PR;Imbituva;Crescente;Sudoeste;-25,181018;-50,669820;80;80;Ativo;
VIA ARAUCÁRIA;2019;BR-373;231,470;Principal;PR;Imbituva;Crescente;Sudoeste;-25,181275;-50,670822;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;232,110;Principal;PR;Imbituva;Crescente;Sudoeste;-25,182629;-50,677039;100;90;Ativo;
VIA ARAUCÁRIA;2019;BR-373;232,110;Principal;PR;Imbituva;Crescente;Sudoeste;-25,182644;-50,677033;100;90;Ativo;
VIA ARAUCÁRIA;2019;BR-373;237,090;Principal;PR;Imbituva;Crescente;Sudoeste;-25,180792;-50,723842;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;240,500;Principal;PR;Guamiranga;Crescente;Sudoeste;-25,192807;-50,751902;80;80;Ativo;
VIA ARAUCÁRIA;2019;BR-373;242,740;Principal;PR;Guamiranga;Crescente;Sudoeste;-25,197204;-50,772778;80;80;Ativo;
VIA ARAUCÁRIA;2019;BR-373;243,250;Principal;PR;Guamiranga;Crescente;Sudoeste;-25,196857;-50,777772;80;80;Ativo;
VIA ARAUCÁRIA;2019;BR-373;246,000;Principal;PR;Guamiranga;Crescente;Sudoeste;-25,188315;-50,802455;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;248,470;Principal;PR;Guamiranga;Crescente;Sudoeste;-25,190709;-50,825107;100;90;Ativo;
VIA ARAUCÁRIA;2019;BR-373;248,470;Principal;PR;Guamiranga;Crescente;Sudoeste;-25,190757;-50,825095;100;90;Ativo;
VIA ARAUCÁRIA;2019;BR-373;257,690;Principal;PR;Prudentópolis;Crescente;Sudoeste;-25,192635;-50,912919;80;80;Ativo;
VIA ARAUCÁRIA;2019;BR-373;259,330;Principal;PR;Prudentópolis;Crescente;Sudoeste;-25,198766;-50,926665;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;260,840;Principal;PR;Prudentópolis;Crescente;Sudoeste;-25,207459;-50,937685;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;262,440;Principal;PR;Prudentópolis;Crescente;Sudoeste;-25,201861;-50,949910;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;263,090;Principal;PR;Prudentópolis;Crescente;Sudoeste;-25,201350;-50,955993;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;264,130;Principal;PR;Prudentópolis;Crescente;Sudoeste;-25,199321;-50,966080;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;264,540;Principal;PR;Prudentópolis;Crescente;Sudoeste;-25,199241;-50,970189;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;264,640;Principal;PR;Prudentópolis;Crescente;Sudoeste;-25,199468;-50,971134;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;265,320;Principal;PR;Prudentópolis;Crescente;Sudoeste;-25,201042;-50,977293;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;265,640;Principal;PR;Prudentópolis;Crescente;Sudoeste;-25,201917;-50,980530;30;30;Ativo;
VIA ARAUCÁRIA;2019;BR-373;266,060;Principal;PR;Prudentópolis;Crescente;Sudoeste;-25,202887;-50,984540;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;267,070;Principal;PR;Prudentópolis;Crescente;Sudoeste;-25,204930;-50,993955;30;30;Ativo;
VIA ARAUCÁRIA;2019;BR-373;267,350;Principal;PR;Prudentópolis;Crescente;Sudoeste;-25,205550;-50,996473;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;267,460;Principal;PR;Prudentópolis;Crescente;Sudoeste;-25,206075;-50,997677;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;267,630;Principal;PR;Prudentópolis;Crescente;Sudoeste;-25,206805;-50,999187;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;268,340;Principal;PR;Prudentópolis;Crescente;Sudoeste;-25,209826;-51,005029;100;90;Ativo;
VIA ARAUCÁRIA;2019;BR-373;268,340;Principal;PR;Prudentópolis;Crescente;Sudoeste;-25,209870;-51,005043;100;90;Ativo;
VIA ARAUCÁRIA;2019;BR-373;272,580;Principal;PR;Prudentópolis;Crescente;Sudoeste;-25,234384;-51,036773;80;80;Ativo;
VIA ARAUCÁRIA;2019;BR-373;274,070;Principal;PR;Prudentópolis;Crescente;Sudoeste;-25,243228;-51,046203;80;80;Ativo;
VIA ARAUCÁRIA;2019;BR-373;276,120;Principal;PR;Prudentópolis;Crescente;Sudoeste;-25,253226;-51,061817;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;278,180;Principal;PR;Prudentópolis;Crescente;Sudoeste;-25,258833;-51,080329;100;90;Ativo;
VIA ARAUCÁRIA;2019;BR-373;278,180;Principal;PR;Prudentópolis;Crescente;Sudoeste;-25,258856;-51,080338;100;100;Ativo;
VIA ARAUCÁRIA;2019;BR-373;283,200;Principal;PR;Prudentópolis;Crescente;Sudoeste;-25,286482;-51,119836;80;80;Ativo;
VIA ARAUCÁRIA;2019;BR-373;284,130;Principal;PR;Prudentópolis;Crescente;Sudoeste;-25,291500;-51,128246;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;276,120;Principal;PR;Prudentópolis;Decrescente;Nordeste;-25,253335;-51,061801;80;80;Ativo;
VIA ARAUCÁRIA;2019;BR-373;274,070;Principal;PR;Prudentópolis;Decrescente;Nordeste;-25,243331;-51,046121;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;272,580;Principal;PR;Prudentópolis;Decrescente;Nordeste;-25,234459;-51,036678;100;90;Ativo;
VIA ARAUCÁRIA;2019;BR-373;268,530;Principal;PR;Prudentópolis;Decrescente;Nordeste;-25,211078;-51,006414;80;80;Ativo;
VIA ARAUCÁRIA;2019;BR-373;268,340;Principal;PR;Prudentópolis;Decrescente;Nordeste;-25,209961;-51,004943;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;268,130;Principal;PR;Prudentópolis;Decrescente;Nordeste;-25,208944;-51,003296;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;267,960;Principal;PR;Prudentópolis;Decrescente;Nordeste;-25,208251;-51,001872;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;267,820;Principal;PR;Prudentópolis;Decrescente;Nordeste;-25,207730;-51,000812;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;267,350;Principal;PR;Prudentópolis;Decrescente;Nordeste;-25,205674;-50,996514;30;30;Ativo;
VIA ARAUCÁRIA;2019;BR-373;266,090;Principal;PR;Prudentópolis;Decrescente;Nordeste;-25,203334;-50,984578;30;30;Ativo;
VIA ARAUCÁRIA;2019;BR-373;265,760;Principal;PR;Prudentópolis;Decrescente;Nordeste;-25,202530;-50,981668;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;265,640;Principal;PR;Prudentópolis;Decrescente;Nordeste;-25,201983;-50,980536;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;265,270;Principal;PR;Prudentópolis;Decrescente;Nordeste;-25,201230;-50,976924;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;265,210;Principal;PR;Prudentópolis;Decrescente;Nordeste;-25,200935;-50,976277;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;265,110;Principal;PR;Prudentópolis;Decrescente;Nordeste;-25,200839;-50,975064;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;265,070;Principal;PR;Prudentópolis;Decrescente;Nordeste;-25,200588;-50,975028;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;264,410;Principal;PR;Prudentópolis;Decrescente;Nordeste;-25,199184;-50,968985;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;264,340;Principal;PR;Prudentópolis;Decrescente;Nordeste;-25,199017;-50,968166;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;264,130;Principal;PR;Prudentópolis;Decrescente;Nordeste;-25,199398;-50,966176;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;263,720;Principal;PR;Prudentópolis;Decrescente;Nordeste;-25,200801;-50,962445;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;263,140;Principal;PR;Prudentópolis;Decrescente;Nordeste;-25,201442;-50,956459;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;263,010;Principal;PR;Prudentópolis;Decrescente;Nordeste;-25,201561;-50,955220;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;262,400;Principal;PR;Prudentópolis;Decrescente;Nordeste;-25,202085;-50,949487;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;262,050;Principal;PR;Prudentópolis;Decrescente;Nordeste;-25,203171;-50,946235;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;260,780;Principal;PR;Prudentópolis;Decrescente;Nordeste;-25,207305;-50,937126;80;80;Ativo;
VIA ARAUCÁRIA;2019;BR-373;259,330;Principal;PR;Prudentópolis;Decrescente;Nordeste;-25,198910;-50,926618;80;80;Ativo;
VIA ARAUCÁRIA;2019;BR-373;257,690;Principal;PR;Prudentópolis;Decrescente;Nordeste;-25,192774;-50,912801;100;90;Ativo;
VIA ARAUCÁRIA;2019;BR-373;248,470;Principal;PR;Guamiranga;Decrescente;Nordeste;-25,190819;-50,825140;80;80;Ativo;
VIA ARAUCÁRIA;2019;BR-373;247,900;Principal;PR;Guamiranga;Decrescente;Nordeste;-25,191106;-50,819393;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;247,280;Principal;PR;Guamiranga;Decrescente;Nordeste;-25,188989;-50,813737;30;30;Ativo;
VIA ARAUCÁRIA;2019;BR-373;247,140;Principal;PR;Guamiranga;Decrescente;Nordeste;-25,188228;-50,812424;40;40;Ativo;
VIA ARAUCÁRIA;2019;BR-373;247,070;Principal;PR;Guamiranga;Decrescente;Nordeste;-25,188027;-50,811958;30;30;Ativo;
VIA ARAUCÁRIA;2019;BR-373;246,930;Principal;PR;Guamiranga;Decrescente;Nordeste;-25,187196;-50,810577;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;246,410;Principal;PR;Guamiranga;Decrescente;Nordeste;-25,186629;-50,806061;80;80;Ativo;
VIA ARAUCÁRIA;2019;BR-373;242,740;Principal;PR;Guamiranga;Decrescente;Nordeste;-25,197307;-50,772799;100;90;Ativo;
VIA ARAUCÁRIA;2019;BR-373;238,000;Principal;PR;Guamiranga;Decrescente;Nordeste;-25,183275;-50,730849;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;232,110;Principal;PR;Imbituva;Decrescente;Nordeste;-25,182760;-50,676983;80;80;Ativo;
VIA ARAUCÁRIA;2019;BR-373;231,970;Principal;PR;Imbituva;Decrescente;Nordeste;-25,182440;-50,675638;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;231,370;Principal;PR;Imbituva;Decrescente;Nordeste;-25,181125;-50,669822;80;80;Ativo;
VIA ARAUCÁRIA;2019;BR-373;230,000;Principal;PR;Imbituva;Decrescente;Nordeste;-25,178866;-50,656707;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;228,210;Principal;PR;Imbituva;Decrescente;Nordeste;-25,174723;-50,639525;80;80;Ativo;
VIA ARAUCÁRIA;2019;BR-373;223,810;Principal;PR;Imbituva;Decrescente;Nordeste;-25,179351;-50,599269;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;223,150;Principal;PR;Imbituva;Decrescente;Nordeste;-25,182395;-50,594031;80;80;Ativo;
VIA ARAUCÁRIA;2019;BR-373;221,640;Principal;PR;Imbituva;Decrescente;Nordeste;-25,176907;-50,581107;100;90;Ativo;
VIA ARAUCÁRIA;2019;BR-373;217,955;Principal;PR;Imbituva;Decrescente;Nordeste;-25,159258;-50,551163;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;217,460;Principal;PR;Imbituva;Decrescente;Nordeste;-25,157692;-50,546571;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;217,290;Principal;PR;Imbituva;Decrescente;Nordeste;-25,157510;-50,545071;40;40;Ativo;
VIA ARAUCÁRIA;2019;BR-373;200,660;Principal;PR;Ipiranga;Decrescente;Nordeste;-25,092116;-50,414853;80;80;Ativo;
VIA ARAUCÁRIA;2019;BR-373;200,300;Principal;PR;Ipiranga;Decrescente;Nordeste;-25,089486;-50,413015;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;199,350;Principal;PR;Ipiranga;Decrescente;Nordeste;-25,083147;-50,407140;100;90;Ativo;
VIA ARAUCÁRIA;2019;BR-373;192,570;Principal;PR;Ponta Grossa;Decrescente;Nordeste;-25,066534;-50,353968;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;192,250;Principal;PR;Ponta Grossa;Decrescente;Nordeste;-25,064805;-50,351407;80;80;Ativo;
VIA ARAUCÁRIA;2019;BR-373;189,960;Principal;PR;Ponta Grossa;Decrescente;Nordeste;-25,056502;-50,334622;80;80;Ativo;
VIA ARAUCÁRIA;2019;BR-373;186,830;Principal;PR;Ponta Grossa;Decrescente;Nordeste;-25,054795;-50,305287;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;186,430;Principal;PR;Ponta Grossa;Decrescente;Nordeste;-25,053279;-50,302136;80;80;Ativo;
VIA ARAUCÁRIA;2019;BR-373;184,780;Principal;PR;Ponta Grossa;Decrescente;Nordeste;-25,046581;-50,287862;80;80;Ativo;
VIA ARAUCÁRIA;2019;BR-373;184,580;Principal;PR;Ponta Grossa;Decrescente;Nordeste;-25,045776;-50,286183;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;184,370;Principal;PR;Ponta Grossa;Decrescente;Nordeste;-25,044494;-50,284605;40;40;Ativo;
VIA ARAUCÁRIA;2019;BR-373;183,930;Principal;PR;Ponta Grossa;Decrescente;Nordeste;-25,041787;-50,281521;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-373;283,550;Principal;PR;Prudentópolis;Decrescente;Nordeste;-25,288560;-51,122582;100;90;Ativo;
VIA ARAUCÁRIA;2019;BR-373;262,410;Principal;PR;Prudentópolis;Decrescente;Nordeste;-25,202226;-50,949619;40;40;Ativo;
VIA ARAUCÁRIA;2019;BR-373;265,760;Principal;PR;Prudentópolis;Decrescente;Nordeste;-25,202487;-50,981675;40;40;Ativo;
VIA ARAUCÁRIA;2019;BR-376;588,850;Principal;PR;Curitiba;Crescente;Sudeste;-25,441328;-49,365045;40;40;Ativo;
VIA ARAUCÁRIA;2019;BR-376;591,620;Principal;PR;Curitiba;Crescente;Sudeste;-25,465338;-49,357380;40;40;Ativo;
VIA ARAUCÁRIA;2019;BR-376;591,730;Principal;PR;Curitiba;Crescente;Sudeste;-25,466305;-49,356918;40;40;Ativo;
VIA ARAUCÁRIA;2019;BR-376;591,890;Principal;PR;Curitiba;Crescente;Sudeste;-25,467568;-49,356307;40;40;Ativo;
VIA ARAUCÁRIA;2019;BR-376;591,920;Principal;PR;Curitiba;Crescente;Sudeste;-25,467855;-49,356270;40;40;Ativo;
VIA ARAUCÁRIA;2019;BR-376;592,110;Principal;PR;Curitiba;Crescente;Sudeste;-25,469425;-49,355430;40;40;Ativo;
VIA ARAUCÁRIA;2019;BR-376;592,130;Principal;PR;Curitiba;Crescente;Sudeste;-25,469550;-49,355248;40;40;Ativo;
VIA ARAUCÁRIA;2019;BR-376;592,250;Principal;PR;Curitiba;Crescente;Sudeste;-25,470517;-49,354822;40;40;Ativo;
VIA ARAUCÁRIA;2019;BR-376;592,390;Principal;PR;Curitiba;Crescente;Sudeste;-25,471613;-49,354065;40;40;Ativo;
VIA ARAUCÁRIA;2019;BR-376;592,440;Principal;PR;Curitiba;Crescente;Sudeste;-25,472003;-49,353780;40;40;Ativo;
VIA ARAUCÁRIA;2019;BR-376;593,645;Principal;PR;Curitiba;Crescente;Sudeste;-25,481807;-49,348947;40;40;Ativo;
VIA ARAUCÁRIA;2019;BR-376;593,645;Principal;PR;Curitiba;Crescente;Sudeste;-25,481836;-49,349024;40;40;Ativo;
VIA ARAUCÁRIA;2019;BR-376;596,250;Principal;PR;Curitiba;Crescente;Sudeste;-25,504216;-49,341426;40;40;Ativo;
VIA ARAUCÁRIA;2019;BR-376;599,150;Principal;PR;Curitiba;Crescente;Sudeste;-25,527542;-49,329190;40;40;Ativo;
VIA ARAUCÁRIA;2019;BR-376;599,270;Principal;PR;Curitiba;Crescente;Sudeste;-25,528423;-49,328558;40;40;Ativo;
VIA ARAUCÁRIA;2019;BR-376;601,920;Principal;PR;Curitiba;Crescente;Sudeste;-25,543258;-49,308246;40;40;Ativo;
VIA ARAUCÁRIA;2019;BR-376;588,160;Principal;PR;Curitiba;Crescente;Sudeste;-25,435280;-49,365651;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-376;588,580;Principal;PR;Curitiba;Crescente;Sudeste;-25,438998;-49,365188;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-376;588,740;Principal;PR;Curitiba;Crescente;Sudeste;-25,440489;-49,364858;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-376;588,810;Principal;PR;Curitiba;Crescente;Sudeste;-25,441068;-49,364761;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-376;589,180;Principal;PR;Curitiba;Crescente;Sudeste;-25,444856;-49,364074;80;80;Ativo;
VIA ARAUCÁRIA;2019;BR-376;589,690;Principal;PR;Curitiba;Crescente;Sudeste;-25,449432;-49,363302;80;80;Ativo;
VIA ARAUCÁRIA;2019;BR-376;593,220;Principal;PR;Curitiba;Crescente;Sudeste;-25,478271;-49,350324;80;80;Ativo;
VIA ARAUCÁRIA;2019;BR-376;593,560;Principal;PR;Curitiba;Crescente;Sudeste;-25,481093;-49,349251;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-376;595,050;Principal;PR;Curitiba;Crescente;Sudeste;-25,493620;-49,343699;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-376;595,180;Principal;PR;Curitiba;Crescente;Sudeste;-25,494824;-49,343311;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-376;598,750;Principal;PR;Curitiba;Crescente;Sudeste;-25,524704;-49,331436;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-376;598,900;Principal;PR;Curitiba;Crescente;Sudeste;-25,525616;-49,330428;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-376;599,990;Principal;PR;Curitiba;Crescente;Sudeste;-25,531974;-49,322333;80;80;Ativo;
VIA ARAUCÁRIA;2019;BR-376;600,720;Principal;PR;Curitiba;Crescente;Sudeste;-25,535242;-49,316133;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-376;600,940;Principal;PR;Curitiba;Crescente;Sudeste;-25,536863;-49,314655;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-376;601,790;Principal;PR;Curitiba;Crescente;Sudeste;-25,542473;-49,309213;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-376;588,800;Principal;PR;Curitiba;Decrescente;Noroeste;-25,441001;-49,364626;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-376;589,030;Principal;PR;Curitiba;Decrescente;Noroeste;-25,443044;-49,364288;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-376;589,170;Principal;PR;Curitiba;Decrescente;Noroeste;-25,444755;-49,363936;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-376;589,550;Principal;PR;Curitiba;Decrescente;Noroeste;-25,448137;-49,363227;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-376;589,730;Principal;PR;Curitiba;Decrescente;Noroeste;-25,449187;-49,362732;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-376;593,120;Principal;PR;Curitiba;Decrescente;Noroeste;-25,477350;-49,350453;80;80;Ativo;
VIA ARAUCÁRIA;2019;BR-376;594,550;Principal;PR;Curitiba;Decrescente;Noroeste;-25,489361;-49,345470;80;80;Ativo;
VIA ARAUCÁRIA;2019;BR-376;595,420;Principal;PR;Curitiba;Decrescente;Noroeste;-25,496811;-49,342741;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-376;595,582;Principal;PR;Curitiba;Decrescente;Noroeste;-25,498277;-49,342279;60;60;Ativo;
VIA ARAUCÁRIA;2019;BR-376;596,090;Principal;PR;Curitiba;Decrescente;Noroeste;-25,502820;-49,341277;60;60;Ativo;
