timestamp;lat;lon;vehicle_speed;accel_x;accel_y;accel_z;engine_rpm;mass_air_flow;absolute_throttle_pos;fuel_level;gps_speed;fuel_rate;alcohol_fuel_percentage;engine_fuel_rate;vehicle_fuel_rate;fuel_remaining;fuel_level_a;fuel_level_b;instant_fuel_economy;calculated_load_value;fuel_rail_pressure;fuel_rail_pressure_vacuum;accelerator_pos_d;accelerator_pos_e
09:39:12.511;-23.00789;-44.48525;0;-0.2724091;-1.31125;1.367675;857;3.89;22.7451;80.39216;0.8627967;1.294564;31.76471;0;0;11.2549;0;0;0;34.5098;0;0
09:39:12.513;-23.00789;-44.48525;0;-0.2724091;-1.31125;1.367675;857;3.89;22.7451;80.39216;0.8627967;1.294564;31.76471;0;0;11.2549;0;0;0;34.5098;0;0
09:39:12.514;-23.00789;-44.48525;0;-1.075331;-0.8203576;1.565407;857;3.89;22.7451;80.39216;0.8627967;1.294564;31.76471;0;0;11.2549;0;0;0;34.5098;0;0
09:39:12.514;-23.00789;-44.48525;0;-1.075331;-0.8203576;1.565407;857;3.89;22.7451;80.39216;0.8627967;1.294564;31.76471;0;0;11.2549;0;0;0;34.5098;0;0
09:39:24.655;-23.00814;-44.48518;0;0.03893844;0.000337482;-0.3445962;855.25;3.95;22.7451;80.39216;0.9653264;1.314531;31.76471;0;0;11.2549;0;0;0;34.90196;0;0
09:39:24.661;-23.00814;-44.48518;0;0.043815;0.009418566;-0.2955236;855.25;3.95;22.7451;80.39216;0.9653264;1.314531;31.76471;0;0;11.2549;0;0;0;34.90196;0;0
09:39:24.666;-23.00814;-44.48518;0;0.0006833982;0.07263356;-0.2261596;855.25;3.95;22.7451;80.39216;0.9653264;1.314531;31.76471;0;0;11.2549;0;0;0;34.90196;0;0
09:39:24.669;-23.00814;-44.48518;0;0.0006833982;0.07263356;-0.2261596;855.25;3.95;22.7451;80.39216;0.9653264;1.314531;31.76471;0;0;11.2549;0;0;0;34.90196;0;0
09:39:25.658;-23.00815;-44.48522;0;0.5912051;-0.5258049;-0.3387971;843.75;4.05;22.7451;80.39216;0.9431138;1.347811;31.76471;0;0;11.2549;0;0;0;36.47059;0;0
09:39:25.675;-23.00815;-44.48522;0;-0.1627599;0.138543;-0.1775708;811;3.95;22.7451;80.39216;0.9431138;1.314531;31.76471;0;0;11.2549;0;0;0;36.07843;0;0
09:39:25.675;-23.00815;-44.48522;0;-0.1627599;0.138543;-0.1775708;811;3.95;22.7451;80.39216;0.9431138;1.314531;31.76471;0;0;11.2549;0;0;0;36.07843;0;0
09:39:25.675;-23.00815;-44.48522;0;-0.1627599;0.138543;-0.1775708;811;3.95;22.7451;80.39216;0.9431138;1.314531;31.76471;0;0;11.2549;0;0;0;36.07843;0;0
09:39:26.108;-23.00815;-44.48522;0;-0.0972366;0.04238184;-0.1551155;811;3.95;22.7451;80.39216;0.9431138;1.314531;31.76471;0;0;11.2549;0;0;0;36.07843;0;0
09:39:26.117;-23.00815;-44.48522;0;-0.08100232;0.05390968;-0.2133204;811;3.95;22.7451;80.39216;0.9431138;1.314531;31.76471;0;0;11.2549;0;0;0;36.07843;0;0
09:39:26.653;-23.00813;-44.48528;0;-0.01097398;0.1165562;0.002094639;867.75;3.96;23.13725;80.39216;2.23045;1.317859;31.76471;0;0;11.2549;0;0;0;34.11765;0;0
09:39:26.661;-23.00813;-44.48528;0;-0.01097398;0.1165562;0.002094639;867.75;3.96;23.13725;80.39216;2.23045;1.317859;31.76471;0;0;11.2549;0;0;0;34.11765;0;0
09:39:26.670;-23.00813;-44.48528;0;0.03217408;0.1111057;-0.08237899;867.75;3.96;23.13725;80.39216;2.23045;1.317859;31.76471;0;0;11.2549;0;0;0;34.11765;0;0
09:39:26.672;-23.00813;-44.48528;0;0.03217408;0.1111057;-0.08237899;867.75;3.96;23.13725;80.39216;2.23045;1.317859;31.76471;0;0;11.2549;0;0;0;34.11765;0;0
