timestamp;vin;isOnline;signature;acc_x;acc_y;acc_z;pos_long;pos_lat;process;01 10_fluxo de massa de ar (MAF)_g/s;01 0D_velocidade_Km/h;01 0B_pressao absoluta do coletor de admissao_kPa;01 0F_temperatura do ar de entrada_Â°C;01 0F_Temperatura do liquido de arrefecimento_Â°C;01 2F_nivel de combustivel_%;01 0C_rotacao_RPM
17:13:50.392;1GBJC34R9XF017297;false;3044022035e2adb58bf28cc955cc05f0d87660d131968b5d9e85e670aaf21130893ea35e0220198e8f221c888a38e59741eba74ae4c227fb3f0aa849ac2e0820904f8ad01971;;;;-44.4618;-23.0064;false;405;31;74;55;97;55.415194831270895;1023.6045095230907
17:13:51.392;1GBJC34R9XF017297;false;304402206f03bec604762285aa9495c79050789ac7aa98fc9fc68b75309020cffb5139fc02203481f983e8f3d13a68945860209a6e0ee0950a1237248569d692dbc83671766b;;;;-44.462;-23.0064;false;767;67;32;35;96;33.15869011077461;2553.7625125214327
17:13:52.388;1GBJC34R9XF017297;false;3045022100b3de45bf16735b0cb5a85831d22e7225ab6c6f5ad7215bc24b5bcc88067143fa022056e81a4b1717f0108854f9ef15702ec64d3bcf0b05a40b0d422aa1003c40166e;;;;-44.462;-23.0064;false;453;4;88;41;99;86.47106093608407;2398.172450388106
17:13:53.388;1GBJC34R9XF017297;false;3044022000e2301a02eeccb6d75219375f54448d31a9a9653924adb64a80c474a63c28ec022046ef2e5affcb6f935a69fd61a5cae2aeb78e8716322a99c78fe14f2f1deba991;;;;-44.462;-23.0064;false;729;1;19;33;92;27.542668501256717;9783.4112609566
17:13:54.387;1GBJC34R9XF017297;false;3046022100e01fe1c60d026360e0ece9da115aa45090ac7af85e9a206da19b7ace59455ef20221008018b5998e83849237aa4bfa3b65e9bd07e271bdabe967e2da5280af67d9298e;;;;-44.462;-23.0064;false;571;64;57;59;94;21.45450494419179;4923.507399967477
17:13:55.388;1GBJC34R9XF017297;false;3043021f78bfb523483d067683d1219a24333e36d0d77126aaa16aaa0ce64c7ebcd92b022018baaa260be7d9007da2082bab1ae5b4994caf259cca9b08c864bfbf2b168aaa;;;;-44.462;-23.0064;false;526;12;32;33;96;67.24906151137245;8563.907599235434
17:13:56.388;1GBJC34R9XF017297;false;3045022100d4abb4d3598497ca8a6de31d05f9e70bdeecc429d8f63184e5c33abf2a91b8c402205d6d686b12077c188b71c99c7e5d2ebdb1be617a846f6940eabdf31ca0c1c82d;;;;-44.462;-23.0064;false;691;107;18;57;93;66.87748978391107;3180.5235454267668
17:13:57.395;1GBJC34R9XF017297;false;3045022100b8d51873db85d03446fd1e90156c9038ba18b3d87cb7af17a1dad3921d3ba94a02206b22a133ce08b9db80a9ae7cbcaaa8e2b0b5d6b0f8f8ad5f0f481793032ef29a;;;;-44.462;-23.0064;false;883;99;34;31;91;95.11680215523457;2481.5602098638255
17:13:58.389;1GBJC34R9XF017297;false;3046022100db18910e54fa21607c6802fb8cfbd001c7189643018d396c80bc4fbeb69b3482022100db2a81cb7448d82ec75ec79f556ba6f08a74de57e8a635b78df7da0de8fbef38;;;;-44.462;-23.0064;false;479;38;38;30;93;41.47228228223097;5007.332442856177
17:13:59.387;1GBJC34R9XF017297;false;3046022100e53bd50786dbdf54dc4c679e7e21c151757e5c965099e28bbe5f6259d5721a08022100d8b4776a87e29475e7ce1cad4f60ac8e4d0c7d5b6d3032514379d5b56262931d;;;;-44.462;-23.0064;false;467;95;28;34;98;73.29476233563469;9663.187423080411
17:14:00.388;1GBJC34R9XF017297;false;30450221009f0573209adf8987ea77dd6ccf0b8e54969a12c913f021a1fb8267082841bdfd022025087c963af533eddcbb027525171fa43abed0148a06f71a2e50ff78514625fd;;;;-44.462;-23.0064;false;419;73;76;43;100;80.27549339695013;6902.417708906062
