t;x;y;z;a
1607131558800483;2.8426733;2.455036;10.114461;3
1607131561240067;3.7160535;1.1796615;11.471191;3
1607131563679650;2.548356;1.6175481;10.923235;3
1607131566119233;3.2590244;1.5864414;10.2317095;3
1607131568558817;3.4360933;-0.11246266;10.963913;3
1607131570998400;2.3018954;0.7369894;9.449257;3
1607131573437931;3.900301;0.47856453;10.186246;3
1607131575877515;2.9886355;0.019142581;10.392029;3
1607131578317098;2.5746772;1.6151553;9.394221;3
1607131580756681;4.173083;1.1126626;10.298709;3
1607131583196265;2.5339992;0.50488555;9.257831;3
1607131585635848;2.9575288;1.5194423;8.537591;3
1607131588075431;4.06062;0.89491564;9.016156;3
1607131590515015;2.4502504;0.72502524;8.346166;3
1607131592954546;3.1274192;2.2995026;8.554341;3
1607131595394129;3.938586;2.0171494;9.083155;3
1607131597833713;2.8594232;1.442872;8.865408;3
1607131600273296;3.1465619;2.6153553;8.7673025;3
1607131602712879;4.139583;2.524428;9.047262;3
1607131605152463;3.400201;1.6821543;9.001799;3
1607131607592046;2.9671001;2.4095724;8.630911;3
1607131610031577;4.0007997;2.6416762;8.815159;3
1607131612471161;3.6610186;1.5050855;8.958728;3
1607131614910744;2.617748;1.7084754;8.769695;3
1607131617350327;3.2709885;2.6823542;9.004191;3
1607131619789911;3.6993039;2.0434706;9.298509;3
1607131622229494;2.6823542;1.1509477;9.078369;3
1607131624669077;2.6081767;1.6031911;9.001799;3
1607131627108661;3.5126636;1.6247265;9.303294;3
1607131629548192;3.3954153;0.5599205;9.530613;3
1607131631987775;2.5794628;0.39481574;9.571291;3
1607131634427358;2.9336007;1.1581261;9.980463;3
1607131636866942;3.5700915;0.7848458;10.504492;3
1607131639306525;2.969493;-0.39720857;10.6815605;3
1607131641746108;2.2181466;-0.41635114;10.724631;3
1607131644185692;2.4909284;0.30149564;10.798809;3
1607131646625275;2.8881369;0.10767702;11.023734;3
1607131649064806;2.3258235;-0.5982057;11.160125;3
1607131651504390;1.5864414;-0.18185452;11.08834;3
1607131653943973;2.0338993;0.997807;11.274981;3
1607131656383556;2.6799614;1.3663018;11.365908;3
1607131658823140;2.4909284;1.0241281;11.117054;3
1607131661262723;2.1487548;1.3974084;10.707881;3
1607131663702306;2.5507488;2.5292134;10.157532;3
1607131666141838;3.505485;3.1130621;9.717253;3
1607131668581421;3.8931224;2.778067;9.1669035;3
1607131671021004;3.5964124;2.6081767;8.3174515;3
1607131673460588;3.6323047;3.345166;7.556534;3
1607131675900171;4.2329035;4.089334;6.9942207;3
1607131678339754;4.6779685;3.8763726;6.546763;3
1607131680779338;4.3669014;3.117848;6.087341;3
1607131683218869;3.696911;2.861816;5.6733823;3
1607131685658452;3.4432719;3.2877383;5.5274205;3
1607131688098036;3.6227336;3.4193435;5.6757755;3
1607131690537619;3.7280176;2.7445676;6.1064835;3
1607131692977202;3.2757742;1.7347964;6.6281185;3
1607131695416786;2.6153553;1.4069797;7.322037;3
1607131697856369;2.495714;1.6319051;8.350951;3
1607131700295952;2.8546374;1.7395821;9.695718;3
1607131702735483;3.182454;1.0432707;10.973485;3
1607131705175067;3.0580273;-0.05742774;11.827723;3
1607131707614650;2.6464617;-0.64606214;12.325429;3
1607131710054233;2.3401806;-0.24885355;12.830315;3
1607131712493817;2.4215364;0.76331043;13.715659;3
1607131714933400;2.713461;1.5601203;14.68236;3
1607131717372983;2.7756743;1.8640088;15.086747;3
1607131719812567;2.4789643;1.8783658;14.49572;3
1607131722252098;2.07697;2.2301106;13.330415;3
1607131724691681;2.0697916;2.8761728;12.323036;3
1607131727131265;2.4670002;3.3954153;11.521441;3
1607131729570848;2.9862428;3.37388;10.399207;3
1607131732010431;3.385844;2.885744;8.853444;3
1607131734450015;3.3954153;2.3856442;7.094719;3
1607131736889598;3.1345978;2.4263222;5.7260246;3
1607131739329129;2.8785655;2.9096723;5.048856;3
1607131741768713;2.7278178;3.5389848;4.855037;3
1607131744208296;2.754139;3.6275191;4.733003;3
1607131746647879;2.5914268;3.0795627;4.3525443;3
1607131749087463;2.2564318;2.349752;4.1204405;3
1607131751527046;1.7850457;1.8879371;4.426722;3
1607131753966629;1.4045869;2.0793629;5.426922;3
1607131756406213;1.2897314;2.7230322;6.869794;3
1607131758845744;1.564906;3.3164523;8.480164;3
1607131761285327;2.1415763;3.493521;9.839287;3
1607131763724911;2.7996025;3.0053852;10.705488;3
1607131766164494;3.2949169;2.2229323;11.215159;3
1607131768604077;3.4025939;1.579263;11.456835;3
1607131771043661;3.1848469;1.524228;11.60519;3
1607131773483244;3.062813;1.9621146;11.703296;3
1607131775922827;3.1944182;2.333002;11.743974;3
1607131778362358;3.3834512;2.0697916;11.55494;3
1607131780801942;3.1896327;1.4620147;11.243874;3
1607131783241525;2.5124638;1.0959128;10.695917;3
