t;x;y;z;a
1607015594371168;1.1413764;0.7585248;9.518648;3
1607015596810803;2.3904297;1.3304094;9.767502;3
1607015599250387;2.0458634;-0.059820566;10.394422;3
1607015601689970;1.308874;1.134198;9.678967;3
1607015604129605;2.684747;0.41156548;10.348958;3
1607015606569189;1.3734802;0.031106694;10.30828;3
1607015609008772;1.7970098;1.2107682;9.769895;3
1607015611448407;2.2372892;-0.21296121;10.748559;3
1607015613887991;0.98584294;0.9810573;9.80818;3
1607015616327626;2.28036;0.53359944;10.126426;3
1607015618767209;1.3806586;0.16031912;10.346565;3
1607015621206793;1.4715859;1.3495519;9.24826;3
1607015623646428;2.0721843;-0.016749758;10.3681;3
1607015626086012;1.0097711;1.524228;9.147761;3
1607015628525595;2.0315065;0.66759753;9.480363;3
1607015630965230;1.3208381;1.0600204;9.62154;3
1607015633404814;1.3926228;1.5577276;8.4347;3
1607015635844397;1.6773686;0.6149554;9.7196455;3
1607015638284032;1.0289137;2.0865414;8.202596;3
1607015640723616;1.5266209;0.5479564;9.037691;3
1607015643163199;1.134198;1.9573289;8.63809;3
1607015645602834;1.1126626;0.8805587;8.236095;3
1607015648042418;1.2442678;1.4811572;9.21476;3
1607015650482053;0.89491564;1.4093726;8.106883;3
1607015652921637;1.0959128;0.9092726;9.54497;3
1607015655361220;1.038485;1.713261;8.618947;3
1607015657800855;0.8566305;0.3469593;9.590433;3
1607015660240439;1.3280165;1.7347964;9.406186;3
1607015662680022;0.81834537;0.076570325;9.664611;3
1607015665119657;1.5481563;1.5433706;10.200603;3
1607015667559241;1.1222339;0.016749758;9.980463;3
1607015669998824;1.591227;1.2227324;10.683953;3
1607015672438459;1.6247265;0.13160525;10.346565;3
1607015674878043;1.564906;0.91405827;10.973485;3
1607015677317678;1.9142581;0.41635114;10.585847;3
1607015679757262;1.4979069;0.72741807;11.136196;3
1607015682196845;1.8903298;0.82313097;10.547563;3
1607015684636480;1.3926228;0.634098;11.133803;3
1607015687076064;1.7228323;1.1509477;10.284351;3
1607015689515647;1.2753744;0.5599205;10.7844515;3
1607015691955282;1.6199409;1.4739788;9.887143;3
1607015694394866;1.2227324;0.63888365;10.334601;3
1607015696834449;1.6462619;1.8113668;9.523434;3
1607015699274084;1.253839;0.74177504;9.915857;3
1607015701713668;1.7563318;2.050649;9.142975;3
1607015704153251;1.3710874;0.81595254;9.439685;3
1607015706592887;1.8592232;2.199004;8.7673025;3
1607015709032470;1.416551;0.8877372;9.092726;3
1607015711472105;2.0075781;2.3449662;8.592627;3
1607015713911689;1.5002998;0.9906286;8.894122;3
1607015716351272;2.2061825;2.3377876;8.523234;3
1607015718790907;1.6223338;0.8925229;8.908479;3
1607015721230491;2.4765713;2.1750758;8.752945;3
1607015723670074;1.7730815;0.80159557;9.064013;3
